"term","Estimate","Est.Error","Q2.5","Q97.5","outcome"
"Intercept",0.571578727228333,0.111985808952877,0.35409412275,0.7895289925,"Inferred goal strength"
"phi_Intercept",1.92068199865,0.0578209516354745,1.80698551,2.030007315,"Inferred goal strength"
"marker_catja",0.486162293218667,0.114800428412816,0.261239548,0.71024041975,"Inferred goal strength"
"marker_catbekanntlich",0.4557985874795,0.105006300946311,0.24626759775,0.66075829375,"Inferred goal strength"
"pc_prag_c",-0.149514143841264,0.111977631212005,-0.37338769275,0.0617479095249999,"Inferred goal strength"
"pc_prop_c",-0.0724814509407333,0.063522783728519,-0.1960588185,0.054293569,"Inferred goal strength"
"marker_catja:pc_prag_c",0.281899950317144,0.170864567624544,-0.04850431515,0.61512783575,"Inferred goal strength"
"marker_catbekanntlich:pc_prag_c",0.0768694354383868,0.176965957052406,-0.2707216065,0.4195897295,"Inferred goal strength"
