"model","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"full","soviel ich weiß|ja",-0.777863843850725,0.0612595276641186,-12.6978426623805,6.078221073008e-37,-0.897930311782332,-0.657797375919117
"full","ja|bekanntlich",0.160369432908133,0.055066253420417,2.91229969258582,0.00358778227215281,0.0524415594405602,0.268297306375706
"full","pc_prop_c",-0.112295419353114,0.0481619666070888,-2.33162030672946,0.0197206745831247,-0.206691139327629,-0.0178996993785997
"full","pc_prag_c",-0.0895740907641162,0.0902842400122097,-0.992134294446102,0.321132019216884,-0.266527949559617,0.0873797680313848
"full","g_c",0.244292709483685,0.0904700285778742,2.70026121715441,0.00692850527169371,0.0669747117907424,0.421610707176628
"full","pc_prop_c:pc_prag_c",-0.0768581193700147,0.0962848172152074,-0.798237163375698,0.424732874928578,-0.265572893369843,0.111856654629814
"full","pc_prop_c:g_c",-0.0035596319197656,0.0976198281065428,-0.0364642305647229,0.970912199604674,-0.19489097918558,0.187771715346049
"full","pc_prag_c:g_c",-0.335016769476529,0.180633671294116,-1.85467508397722,0.0636426388656856,-0.689052259608243,0.0190187206551853
"full","pc_prop_c:pc_prag_c:g_c",-0.178505155129066,0.192643077841264,-0.926610793023935,0.354128649072006,-0.55607864956889,0.199068339310758
