"model","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"additive","soviel ich weiß|ja",-0.773922115728707,0.0609669115038172,-12.6941335330764,6.37313666399541e-37,-0.893415066524829,-0.654429164932585
"additive","ja|bekanntlich",0.15920038148155,0.0548263630292913,2.90371953719593,0.00368758333795328,0.0517426845408206,0.266658078422279
"additive","pc_prop_c",-0.113251072017133,0.0480217632076177,-2.35832806737026,0.0183574613759517,-0.207371998378175,-0.019130145656092
"additive","pc_prag_c",-0.0868009830004603,0.0901439770983326,-0.962914947781529,0.335590207539801,-0.263479931536396,0.0898779655354751
"additive","g_c",0.243003421516186,0.0903427903841224,2.68979318087228,0.00714963138152758,0.0659348061004549,0.420072036931918
