"term","Estimate","Est.Error","Q2.5","Q97.5","outcome"
"Intercept",0.154852180419354,0.140870333940211,-0.128496803,0.43165048825,"Adoption likelihood"
"marker_strength_c",0.0165022691204761,0.0599896107706372,-0.10256930975,0.133143893,"Adoption likelihood"
"pc_prag_c",-0.240881494247817,0.079922471877561,-0.39842138875,-0.0867110854000001,"Adoption likelihood"
"marker_strength_c:pc_prag_c",-0.0598639634878003,0.110700253362437,-0.27464829425,0.1556776675,"Adoption likelihood"
